stableBindProbability,chemokineExpressionThreshold,initialChemokineExpressionValue,maxChemokineExpressionValue,maxProbabilityOfAdhesion,adhesionFactorExpressionSlope,Dummy
35.5333324507452,0.773311709228617,0.31603579930388,0.0335755968196317,0.907346966733009,4.19126287410215,9.10248459236553
38.6102555276683,0.797927093844001,0.328343491611572,0.0315755968196318,0.685808505194548,4.33741672025599,8.82556151544246
41.6871786045914,0.822542478459386,0.340651183919265,0.0295755968196318,0.464270043656086,4.48357056640984,8.54863843851938
44.7641016815144,0.84715786307477,0.352958876226957,0.0275755968196317,0.242731582117625,4.62972441256369,8.2717153615963
47.8410247584375,0.871773247690155,0.365266568534649,0.0255755968196318,0.178806879420836,4.77587825871753,7.99479228467322
50.9179478353606,0.89638863230554,0.377574260842342,0.0235755968196317,0.400345340959299,4.92203210487138,7.71786920775015
53.9948709122837,0.878995983079076,0.389881953150034,0.0215755968196318,0.62188380249776,4.93181404897477,7.44094613082707
57.0717939892067,0.854380598463691,0.402189645457726,0.0195755968196318,0.843422264036221,4.78566020282093,7.16402305390399
60.1487170661298,0.829765213848307,0.414497337765419,0.0175755968196318,0.935039274425317,4.63950635666708,6.88709997698092
63.2256401430529,0.805149829232922,0.426805030073111,0.0155755968196318,0.713500812886856,4.49335251051324,6.61017690005784
66.302563219976,0.780534444617537,0.439112722380803,0.0164244031803682,0.491962351348394,4.34719866435939,6.33325382313476
69.379486296899,0.755919060002153,0.451420414688495,0.0184244031803683,0.270423889809933,4.20104481820554,6.05633074621169
72.4564093738221,0.731303675386768,0.463728106996188,0.0204244031803682,0.151114571728529,4.0548909720517,5.77940766928861
75.5333324507452,0.706688290771384,0.47603579930388,0.0224244031803683,0.372653033266991,3.90873712589785,5.50248459236553
78.6102555276683,0.682072906155999,0.488343491611572,0.0244244031803682,0.594191494805452,3.76258327974401,5.22556151544245
81.6871786045914,0.657457521540614,0.499348816080735,0.0264244031803682,0.815729956343913,3.61642943359016,4.94863843851938
84.7641016815144,0.63284213692523,0.487041123773043,0.0284244031803682,0.962731582117625,3.47027558743631,4.6717153615963
87.8410247584375,0.608226752309845,0.474733431465351,0.0304244031803682,0.741193120579163,3.32412174128247,4.39479228467322
90.9179478353606,0.58361136769446,0.462425739157658,0.0324244031803682,0.519654659040702,3.17796789512862,4.11786920775015
93.9948709122837,0.558995983079076,0.450118046849966,0.0344244031803682,0.29811619750224,3.03181404897478,3.84094613082707
97.0717939892068,0.534380598463691,0.437810354542274,0.0364244031803682,0.123422264036221,2.88566020282093,3.56402305390399
99.8512829338701,0.509765213848307,0.425502662234582,0.0384244031803682,0.344960725574683,2.73950635666708,3.28709997698092
96.7743598569471,0.485149829232922,0.413194969926889,0.0404244031803682,0.566499187113144,2.59335251051324,3.01017690005784
93.697436780024,0.460534444617537,0.400887277619197,0.0424244031803682,0.788037648651606,2.44719866435939,2.73325382313476
90.6205137031009,0.435919060002153,0.388579585311504,0.0444244031803682,0.990423889809933,2.30104481820554,2.45633074621169
87.5435906261779,0.411303675386768,0.376271893003812,0.0464244031803682,0.768885428271471,2.1548909720517,2.17940766928861
84.4666675492548,0.386688290771383,0.36396420069612,0.0484244031803682,0.54734696673301,2.00873712589785,1.90248459236553
81.3897444723317,0.362072906155999,0.351656508388428,0.0504244031803682,0.325808505194548,1.86258327974401,1.62556151544245
78.3128213954086,0.337457521540614,0.339348816080735,0.0524244031803682,0.104270043656086,1.71642943359016,1.34863843851938
75.2358983184856,0.31284213692523,0.327041123773043,0.0544244031803682,0.317268417882375,1.57027558743631,1.07171536159631
72.1589752415625,0.288226752309845,0.314733431465351,0.0564244031803682,0.538806879420836,1.42412174128247,1.20520771532678
69.0820521646394,0.26361136769446,0.302425739157658,0.0584244031803682,0.760345340959298,1.27796789512862,1.48213079224985
66.0051290877163,0.238995983079076,0.290118046849966,0.0604244031803682,0.98188380249776,1.13181404897478,1.75905386917293
62.9282060107933,0.214380598463691,0.277810354542274,0.0624244031803682,0.796577735963779,0.985660202820929,2.03597694609601
59.8512829338702,0.189765213848307,0.265502662234581,0.0644244031803682,0.575039274425318,0.839506356667084,2.31290002301908
