stableBindProbability,chemokineExpressionThreshold,initialChemokineExpressionValue,maxChemokineExpressionValue,maxProbabilityOfAdhesion,adhesionFactorExpressionSlope,Dummy
96.6009135343707,0.245920922246117,0.126168094394872,0.0510399532867596,0.42153797842204,3.84847065973132,8.20244809252998
99.6778366112939,0.221305537630732,0.113860402087179,0.0530399532867596,0.449230286114348,4.98229857103791,7.9255250156069
97.2452403117831,0.196690153015348,0.101552709779487,0.0550399532867596,0.476922593806655,3.81306780180715,7.64860193868383
94.16831723486,0.172074768399963,0.110754982528205,0.0570399532867596,0.504614901498963,2.64383703257638,7.37167886176075
91.091394157937,0.147459383784578,0.123062674835897,0.0590399532867596,0.532307209191271,1.47460626334561,7.09475578483767
88.0144710810139,0.122843999169194,0.13537036714359,0.0610399532867596,0.559999516883578,0.30537549411484,6.81783270791459
84.9375480040908,0.101771385446192,0.147678059451282,0.0630399532867596,0.587691824575886,1.36385527511593,6.54090963099152
81.8606249271677,0.126386770061575,0.159985751758974,0.0650399532867596,0.615384132268194,2.5330860443467,6.26398655406844
78.7837018502447,0.15100215467696,0.172293444066667,0.0670399532867596,0.643076439960501,3.70231681357747,5.98706347714537
75.7067787733216,0.175617539292345,0.184601136374359,0.0690399532867596,0.670768747652809,4.87154758280824,5.71014040022229
72.6298556963985,0.200232923907729,0.196908828682051,0.0710399532867596,0.698461055345117,3.95922164796099,5.43321732329921
69.5529326194754,0.224848308523114,0.209216520989744,0.0730399532867596,0.726153363037425,2.78999087873022,5.15629424637613
66.4760095425523,0.249463693138499,0.221524213297436,0.0750399532867596,0.753845670729732,1.62076010949945,4.87937116945306
63.3990864656293,0.274079077753883,0.233831905605128,0.0770399532867596,0.78153797842204,0.451529340268682,4.60244809252998
60.3221633887062,0.298694462369268,0.24613959791282,0.0790399532867595,0.809230286114348,1.21770142896208,4.3255250156069
57.2452403117831,0.323309846984652,0.258447290220513,0.0789600467132404,0.836922593806655,2.38693219819285,4.04860193868383
54.16831723486,0.347925231600037,0.270754982528205,0.0769600467132404,0.864614901498963,3.55616296742362,3.77167886176075
51.0913941579369,0.372540616215422,0.283062674835897,0.0749600467132404,0.892307209191271,4.72539373665439,3.49475578483767
48.0144710810139,0.397156000830806,0.29537036714359,0.0729600467132404,0.919999516883578,4.10537549411484,3.2178327079146
44.9375480040908,0.421771385446191,0.307678059451282,0.0709600467132404,0.947691824575886,2.93614472488407,2.94090963099152
41.8606249271677,0.446386770061575,0.319985751758974,0.0689600467132404,0.975384132268194,1.7669139556533,2.66398655406844
38.7837018502446,0.47100215467696,0.332293444066667,0.0669600467132404,0.996923560039499,0.59768318642253,2.38706347714536
35.7067787733216,0.495617539292345,0.344601136374359,0.0649600467132404,0.969231252347191,1.07154758280824,2.11014040022229
32.6298556963985,0.520232923907729,0.356908828682051,0.0629600467132404,0.941538944654883,2.24077835203901,1.83321732329921
29.5529326194754,0.544848308523114,0.369216520989744,0.0609600467132404,0.913846636962576,3.41000912126978,1.55629424637613
26.4760095425523,0.569463693138499,0.381524213297436,0.0589600467132404,0.886154329270268,4.57923989050054,1.27937116945306
23.3990864656293,0.594079077753883,0.393831905605128,0.0569600467132404,0.85846202157796,4.25152934026869,1.00244809252995
20.3221633887062,0.618694462369268,0.406139597912821,0.0549600467132404,0.830769713885652,3.08229857103792,1.2744749843931
17.2452403117831,0.643309846984652,0.418447290220513,0.0529600467132404,0.803077406193345,1.91306780180715,1.55139806131617
14.16831723486,0.667925231600037,0.430754982528205,0.0509600467132404,0.775385098501037,0.743837032576378,1.82832113823925
11.0913941579369,0.692540616215422,0.443062674835897,0.0489600467132404,0.747692790808729,0.925393736654391,2.10524421516233
8.01447108101389,0.717156000830806,0.45537036714359,0.0469600467132404,0.720000483116422,2.09462450588516,2.3821672920854
4.9375480040908,0.741771385446191,0.467678059451282,0.0449600467132404,0.692308175424114,3.26385527511593,2.65909036900848
1.8606249271677,0.766386770061576,0.479985751758974,0.0429600467132404,0.664615867731806,4.4330860443467,2.93601344593156
1.21629814975535,0.79100215467696,0.492293444066667,0.0409600467132404,0.636923560039499,4.39768318642253,3.21293652285463
4.29322122667843,0.815617539292345,0.495398863625641,0.0389600467132404,0.609231252347191,3.22845241719176,3.48985959977771
7.37014430360151,0.840232923907729,0.483091171317949,0.0369600467132404,0.581538944654883,2.05922164796099,3.76678267670079
10.4470673805246,0.864848308523114,0.470783479010256,0.0349600467132404,0.553846636962576,0.889990878730224,4.04370575362386
13.5239904574476,0.889463693138499,0.458475786702564,0.0329600467132404,0.526154329270268,0.779239890500544,4.32062883054694
16.6009135343707,0.885920922246117,0.446168094394872,0.0309600467132404,0.49846202157796,1.94847065973131,4.59755190747002
19.6778366112938,0.861305537630732,0.43386040208718,0.0289600467132404,0.470769713885652,3.11770142896208,4.8744749843931
22.7547596882169,0.836690153015348,0.421552709779487,0.0269600467132404,0.443077406193345,4.28693219819285,5.15139806131617
